basket_id,open_time,symbol,direction,regime,adx,atr,atr_expansion_rate,impulse_score,dist_ema_abs,spread_points,hour,adx_accel,consecutive_same_dir,ema_slope,profit,hit_bsl,hit_tp,mae,max_depth,label_class,y_steamroller
63,2018.03.05 02:02:34,EURUSD,BUY,liquidity_vacuum,20.68,0.00032,-0.384615,2.5101,0.2005,1,2,0.38,3,-0.00001,10.01,0,1,-17.39,5,winner,0
64,2018.03.05 17:09:41,EURUSD,BUY,grind,22.75,0.00058,0.8125,14.6096,0.9785,1,17,2.07,4,-0.00002,10.06,0,1,-0.12,1,winner,0
65,2018.03.07 00:54:39,EURUSD,BUY,liquidity_vacuum,14.08,0.00045,-0.224138,2.9852,1.1408,1,0,-8.67,5,0.00000,10.00,0,1,-1.49,3,winner,0
66,2018.03.07 13:35:21,EURUSD,SELL,rotation,21.24,0.00058,0.288889,18.0446,0.1428,1,13,7.16,1,0.00003,10.00,0,1,-0.68,2,winner,0
67,2018.03.08 12:45:21,EURUSD,SELL,grind,22.63,0.00050,-0.137931,4.5844,1.2174,1,12,1.39,2,-0.00002,-25.01,1,0,-25.01,5,steamroller_bsl,1
68,2018.03.08 13:48:31,EURUSD,BUY,expansion,24.66,0.00143,1.86,24.077,0.0681,1,13,2.03,1,0.00007,-25.14,1,0,-25.14,3,steamroller_bsl,1
69,2018.03.08 21:01:37,EURUSD,SELL,false_breakout,21.74,0.00044,-0.692308,1.7669,4.2677,1,21,-2.92,1,0.00005,-25.08,1,0,-25.08,5,steamroller_bsl,1
70,2018.03.13 14:16:42,EURUSD,BUY,expansion,26.77,0.00081,0.840909,20.16,1.5635,1,14,5.03,1,-0.00003,10.00,0,1,-3.17,3,winner,0
71,2018.03.13 17:47:38,EURUSD,BUY,false_breakout,23.65,0.00042,-0.481481,2.4757,5.1027,1,17,-3.12,2,-0.00001,-25.03,1,0,-25.03,5,steamroller_bsl,1
72,2018.03.15 14:38:42,EURUSD,SELL,grind,21.63,0.00068,0.619048,7.4489,1.4337,1,14,-2.02,1,0.00003,10.00,0,1,-1.61,1,winner,0
73,2018.03.20 22:21:34,EURUSD,SELL,false_breakout,17.88,0.00015,-0.779412,3.5686,9.4743,4,22,-3.75,2,0.00001,-25.03,1,0,-25.03,5,steamroller_bsl,1
74,2018.03.22 02:26:05,EURUSD,BUY,liquidity_vacuum,29.53,0.00028,0.866667,34.1059,6.5571,1,2,11.65,1,0.00001,10.09,0,1,-6.51,5,winner,0
75,2018.03.22 08:31:42,EURUSD,BUY,expansion,28.36,0.00053,0.892857,10.3022,0.6944,1,8,-1.17,2,0.00003,-25.00,1,0,-25.00,4,steamroller_bsl,1
76,2018.03.22 16:28:29,EURUSD,SELL,grind,21.83,0.00074,0.396226,5.077,1.2591,1,16,-6.53,1,0.00000,-25.06,1,0,-25.06,5,steamroller_bsl,1
77,2018.03.26 12:59:06,EURUSD,BUY,compression,23.31,0.00041,-0.445946,5.0167,3.4266,1,12,1.48,1,0.00007,10.01,0,1,-0.99,2,winner,0
78,2018.03.26 20:03:37,EURUSD,BUY,false_breakout,21.92,0.00032,-0.219512,3.028,5.3121,1,20,-1.39,2,-0.00000,10.09,0,1,-2.55,4,winner,0
79,2018.03.27 09:03:31,EURUSD,BUY,rotation,15.67,0.00056,0.75,9.305,0.42,1,9,-6.25,3,0.00002,-25.16,1,0,-25.16,4,steamroller_bsl,1
80,2018.03.27 14:44:42,EURUSD,SELL,false_breakout,14.87,0.00048,-0.142857,1.96,4.2398,1,14,-0.8,1,-0.00002,10.13,0,1,-8.97,5,winner,0
81,2018.03.28 09:01:40,EURUSD,SELL,pullback_trend,23.37,0.00059,0.229167,21.2673,0.7027,1,9,8.5,2,0.00006,10.01,0,1,-1.19,2,winner,0
82,2018.03.28 18:03:59,EURUSD,SELL,rotation,16.79,0.00045,-0.237288,3.025,3.7001,1,18,-6.58,3,-0.00000,10.00,0,1,-0.11,1,winner,0
83,2018.04.05 09:51:59,EURUSD,SELL,rotation,17.35,0.00043,-0.044444,3.5351,0.8604,1,9,0.56,4,0.00002,10.01,0,1,-3.16,3,winner,0
84,2018.04.05 14:38:29,EURUSD,SELL,grind,21.72,0.00072,0.674419,18.2181,0.5358,1,14,4.37,5,0.00001,-25.09,1,0,-25.09,5,steamroller_bsl,1
85,2018.04.10 09:29:27,EURUSD,BUY,rotation,16.95,0.00068,-0.055556,0.7672,0.2688,2,9,-4.77,1,-0.00001,-25.00,1,0,-25.00,5,steamroller_bsl,1
86,2018.04.23 12:56:34,EURUSD,SELL,compression,17.91,0.00034,-0.5,3.7126,3.9702,1,12,0.96,1,0.00002,10.02,0,1,-1.40,2,winner,0
87,2018.04.24 02:57:35,EURUSD,SELL,liquidity_vacuum,24.64,0.00060,0.764706,22.4417,0.5386,1,2,6.73,2,0.00000,10.02,0,1,-10.70,5,winner,0
88,2018.04.25 09:28:37,EURUSD,SELL,pullback_trend,28.79,0.00053,-0.116667,10.5901,1.9605,1,9,4.15,3,-0.00003,10.01,0,1,-2.05,3,winner,0
89,2018.04.25 14:09:39,EURUSD,SELL,pullback_trend,23.42,0.00067,0.264151,5.7206,1.5163,1,14,-5.37,4,0.00004,10.11,0,1,-3.43,2,winner,0
90,2018.04.26 22:06:22,EURUSD,SELL,compression,23.60,0.00014,-0.791045,6.0025,10.9699,4,22,0.18,5,-0.00000,10.09,0,1,-3.91,5,winner,0
91,2018.04.27 10:16:16,EURUSD,SELL,impulse,19.58,0.00052,2.714286,30.8998,2.2278,1,10,-4.02,6,0.00002,10.06,0,1,-22.94,5,winner,0
92,2018.04.30 13:56:38,EURUSD,SELL,pullback_trend,28.79,0.00047,-0.096154,22.8714,3.0055,1,13,9.21,7,0.00000,10.04,0,1,-4.12,4,winner,0
93,2018.04.30 22:57:39,EURUSD,SELL,rotation,14.58,0.00031,-0.340426,4.2663,0.6654,1,22,-14.21,8,-0.00001,10.04,0,1,-0.30,1,winner,0
