basket_id,open_time,symbol,direction,warn_depth,max_depth,ema_sep_atr,ema_slope,atr,adx,dist_ema_trend_atr,spread_points,hour,dow,roll_wr,roll_pf,roll_n,ema_slope_accel,adx_accel,atr_expansion_rate,consecutive_same_dir,dist_ema_abs,impulse_score,is_sell,profit,hit_bsl,mae,mfe,bars_alive,label_class,y_steamroller,y_mid_steamroller
1707,2026.01.05 21:28:30,EURUSD,BUY,2,5,9.0115,0.00000,0.00015,22.16,7.1407,6,21,1,0.7200,1.0302,50,-1e-05,1.76,-0.5,8,7.1407,9.4052,0.0,10.08,0,-4.12,10.08,114,winner,0,0
1707,2026.01.05 21:28:30,EURUSD,BUY,3,5,9.0115,0.00000,0.00015,22.16,7.1407,6,21,1,0.7200,1.0302,50,-1e-05,1.76,-0.5,8,7.1407,9.4052,0.0,10.08,0,-4.12,10.08,114,winner,0,0
1707,2026.01.05 21:28:30,EURUSD,BUY,4,5,9.0115,0.00000,0.00015,22.16,7.1407,6,21,1,0.7200,1.0302,50,-1e-05,1.76,-0.5,8,7.1407,9.4052,0.0,10.08,0,-4.12,10.08,114,winner,0,0
1707,2026.01.05 21:28:30,EURUSD,BUY,5,5,9.0115,0.00000,0.00015,22.16,7.1407,6,21,1,0.7200,1.0302,50,-1e-05,1.76,-0.5,8,7.1407,9.4052,0.0,10.08,0,-4.12,10.08,114,winner,0,0
1708,2026.01.06 07:52:35,EURUSD,BUY,2,5,2.0825,-0.00002,0.00027,26.64,0.9312,6,7,2,0.7200,1.0304,50,-2e-05,4.48,0.8,9,0.9312,21.8928,0.0,-25.00,1,-25.00,2.56,290,steamroller_bsl,1,1
1708,2026.01.06 07:52:35,EURUSD,BUY,3,5,2.0825,-0.00002,0.00027,26.64,0.9312,6,7,2,0.7200,1.0304,50,-2e-05,4.48,0.8,9,0.9312,21.8928,0.0,-25.00,1,-25.00,2.56,290,steamroller_bsl,1,1
1708,2026.01.06 07:52:35,EURUSD,BUY,4,5,2.0825,-0.00002,0.00027,26.64,0.9312,6,7,2,0.7200,1.0304,50,-2e-05,4.48,0.8,9,0.9312,21.8928,0.0,-25.00,1,-25.00,2.56,290,steamroller_bsl,1,1
1708,2026.01.06 07:52:35,EURUSD,BUY,5,5,2.0825,-0.00002,0.00027,26.64,0.9312,6,7,2,0.7200,1.0304,50,-2e-05,4.48,0.8,9,0.9312,21.8928,0.0,-25.00,1,-25.00,2.56,290,steamroller_bsl,1,1
1709,2026.01.07 09:03:35,EURUSD,SELL,2,3,-1.8665,0.00002,0.00035,28.66,-1.0073,6,9,3,0.7000,0.9348,50,4e-05,2.02,0.296296,1,1.0073,8.1548,1.0,10.01,0,-2.59,10.01,350,winner,0,0
1709,2026.01.07 09:03:35,EURUSD,SELL,3,3,-1.8665,0.00002,0.00035,28.66,-1.0073,6,9,3,0.7000,0.9348,50,4e-05,2.02,0.296296,1,1.0073,8.1548,1.0,10.01,0,-2.59,10.01,350,winner,0,0
1710,2026.01.08 15:12:28,EURUSD,SELL,2,2,-2.1277,0.00000,0.00036,26.81,-1.1146,6,15,4,0.7200,1.0300,50,-2e-05,-1.85,0.028571,2,1.1146,1.7644,1.0,10.00,0,-1.02,10.00,289,winner,0,0
1711,2026.01.09 15:52:04,EURUSD,SELL,2,5,-1.3481,0.00002,0.00056,28.77,-0.3334,6,15,5,0.7200,1.0299,50,2e-05,1.96,0.555556,3,0.3334,11.2589,1.0,10.02,0,-15.85,10.02,578,winner,0,0
1711,2026.01.09 15:52:04,EURUSD,SELL,3,5,-1.3481,0.00002,0.00056,28.77,-0.3334,6,15,5,0.7200,1.0299,50,2e-05,1.96,0.555556,3,0.3334,11.2589,1.0,10.02,0,-15.85,10.02,578,winner,0,0
1711,2026.01.09 15:52:04,EURUSD,SELL,4,5,-1.3481,0.00002,0.00056,28.77,-0.3334,6,15,5,0.7200,1.0299,50,2e-05,1.96,0.555556,3,0.3334,11.2589,1.0,10.02,0,-15.85,10.02,578,winner,0,0
1711,2026.01.09 15:52:04,EURUSD,SELL,5,5,-1.3481,0.00002,0.00056,28.77,-0.3334,6,15,5,0.7200,1.0299,50,2e-05,1.96,0.555556,3,0.3334,11.2589,1.0,10.02,0,-15.85,10.02,578,winner,0,0
1712,2026.01.13 18:20:28,EURUSD,SELL,2,2,-2.7550,0.00003,0.00028,14.48,-1.5805,6,18,2,0.7200,1.0299,50,1e-05,-14.29,-0.5,4,1.5805,2.4951,1.0,10.00,0,-2.14,10.00,520,winner,0,0
1713,2026.01.15 15:47:38,EURUSD,SELL,2,5,-3.8330,0.00001,0.00042,19.78,-2.7217,6,15,4,0.7400,1.1397,50,-2e-05,5.3,0.5,5,2.7217,18.9804,1.0,-25.01,1,-25.01,6.55,731,steamroller_bsl,1,1
1713,2026.01.15 15:47:38,EURUSD,SELL,3,5,-3.8330,0.00001,0.00042,19.78,-2.7217,6,15,4,0.7400,1.1397,50,-2e-05,5.3,0.5,5,2.7217,18.9804,1.0,-25.01,1,-25.01,6.55,731,steamroller_bsl,1,1
