basket_id,open_time,symbol,direction,regime,adx,atr,atr_expansion_rate,impulse_score,dist_ema_abs,spread_points,hour,adx_accel,consecutive_same_dir,ema_slope,profit,hit_bsl,hit_tp,mae,max_depth,label_class,y_steamroller
1571,2025.04.21 17:53:17,EURUSD,SELL,liquidity_vacuum,26.91,0.00054,-0.27027,1.2975,0.7901,8,17,-0.3,1,0.00001,10.00,0,1,-9.65,3,winner,0
1572,2025.04.22 14:48:40,EURUSD,SELL,liquidity_vacuum,25.97,0.00063,0.166667,3.7657,2.3963,11,14,-0.94,2,-0.00004,10.05,0,1,-3.21,3,winner,0
1573,2025.04.23 01:10:00,EURUSD,SELL,liquidity_vacuum,23.50,0.00084,0.333333,7.5449,3.6462,8,1,-2.47,3,0.00014,-25.09,1,0,-25.09,5,steamroller_bsl,1
1574,2025.04.23 14:28:05,EURUSD,BUY,liquidity_vacuum,13.01,0.00058,-0.309524,2.2029,0.8118,8,14,-10.49,1,-0.00001,-25.00,1,0,-25.00,3,steamroller_bsl,1
1575,2025.04.23 23:00:17,EURUSD,SELL,liquidity_vacuum,17.99,0.00032,-0.448276,11.9451,5.1404,14,23,4.98,1,0.00001,-25.02,1,0,-25.02,5,steamroller_bsl,1
1576,2025.04.24 11:58:13,EURUSD,BUY,liquidity_vacuum,21.63,0.00052,0.625,14.7195,2.3581,9,11,3.64,1,-0.00000,10.02,0,1,-11.23,5,winner,0
1577,2025.04.24 21:59:37,EURUSD,BUY,liquidity_vacuum,29.29,0.00034,-0.346154,17.1754,1.8215,19,21,7.66,2,0.00004,-25.01,1,0,-25.01,4,steamroller_bsl,1
1578,2025.04.25 06:07:34,EURUSD,SELL,liquidity_vacuum,28.81,0.00045,0.323529,4.6023,3.0682,11,6,-0.48,1,0.00003,-25.07,1,0,-25.07,5,steamroller_bsl,1
1579,2025.04.28 21:59:39,EURUSD,BUY,liquidity_vacuum,24.61,0.00030,-0.333333,1.721,4.8842,27,21,-4.2,1,0.00003,-25.00,1,0,-25.00,5,steamroller_bsl,1
1580,2025.04.30 04:17:38,EURUSD,SELL,liquidity_vacuum,22.75,0.00031,0.033333,1.3481,2.0589,8,4,-1.86,1,0.00003,10.07,0,1,-9.23,5,winner,0
1581,2025.04.30 12:22:36,EURUSD,SELL,liquidity_vacuum,19.35,0.00039,0.258065,4.0864,1.223,9,12,-3.4,2,0.00001,10.11,0,1,-6.74,5,winner,0
1582,2025.04.30 15:51:02,EURUSD,SELL,liquidity_vacuum,19.30,0.00071,0.820513,11.0331,0.112,8,15,-0.05,3,-0.00012,10.01,0,1,-1.17,2,winner,0
1583,2025.04.30 23:00:35,EURUSD,SELL,liquidity_vacuum,22.92,0.00022,-0.690141,11.6028,5.4513,15,23,3.62,4,-0.00002,10.02,0,1,-12.26,4,winner,0
1584,2025.05.05 19:52:06,EURUSD,SELL,liquidity_vacuum,23.97,0.00025,0.136364,7.6617,5.5921,11,19,1.05,5,0.00001,10.05,0,1,-4.90,5,winner,0
1585,2025.05.06 03:02:14,EURUSD,SELL,liquidity_vacuum,26.87,0.00054,1.16,20.9133,1.6531,10,3,2.9,6,0.00002,-25.01,1,0,-25.01,5,steamroller_bsl,1
1586,2025.05.06 16:07:54,EURUSD,BUY,liquidity_vacuum,24.06,0.00090,0.666667,8.0381,0.2859,8,16,-2.81,1,-0.00006,-25.10,1,0,-25.10,5,steamroller_bsl,1
1587,2025.05.08 20:50:40,EURUSD,SELL,liquidity_vacuum,23.46,0.00044,-0.511111,2.6908,5.5632,8,20,-0.6,1,0.00002,21.68,0,1,-13.20,5,winner,0
1588,2025.05.11 23:35:39,EURUSD,SELL,liquidity_vacuum,16.47,0.00055,0.25,4.1087,2.4346,8,23,-6.99,2,0.00002,10.01,0,1,-2.17,3,winner,0
1589,2025.05.12 12:45:37,EURUSD,SELL,liquidity_vacuum,29.00,0.00080,0.454545,32.838,5.3301,9,12,12.53,3,0.00006,10.04,0,1,-7.56,4,winner,0
1590,2025.05.12 21:00:37,EURUSD,SELL,liquidity_vacuum,28.09,0.00042,-0.475,2.7372,2.1486,9,21,-0.91,4,0.00004,-25.11,1,0,-25.11,5,steamroller_bsl,1
1591,2025.05.13 21:56:59,EURUSD,BUY,liquidity_vacuum,23.83,0.00025,-0.404762,2.711,6.8439,12,21,-4.26,1,-0.00001,10.04,0,1,-1.15,3,winner,0
1592,2025.05.14 12:51:25,EURUSD,BUY,liquidity_vacuum,28.51,0.00056,1.24,23.3579,0.7914,8,12,4.68,2,-0.00005,-25.07,1,0,-25.07,5,steamroller_bsl,1
1593,2025.05.16 19:11:30,EURUSD,SELL,liquidity_vacuum,18.13,0.00031,-0.446429,2.6646,6.2585,9,19,-10.38,1,0.00001,-25.04,1,0,-25.04,5,steamroller_bsl,1
1594,2025.05.19 12:34:27,EURUSD,BUY,liquidity_vacuum,17.18,0.00059,0.903226,11.3717,4.9579,8,12,-0.95,1,-0.00005,10.08,0,1,-18.57,5,winner,0
1595,2025.05.20 10:39:02,EURUSD,BUY,liquidity_vacuum,20.49,0.00056,-0.050847,7.8488,0.1154,8,10,3.31,2,-0.00003,10.04,0,1,-7.90,3,winner,0
1596,2025.05.21 07:02:15,EURUSD,BUY,liquidity_vacuum,12.15,0.00045,-0.196429,2.7028,3.2113,8,7,-8.34,3,0.00001,10.00,0,1,-3.40,4,winner,0
1597,2025.05.21 18:39:28,EURUSD,BUY,liquidity_vacuum,21.52,0.00053,0.177778,22.9146,0.7872,9,18,9.37,4,-0.00001,-25.02,1,0,-25.02,5,steamroller_bsl,1
1598,2025.05.22 20:25:00,EURUSD,SELL,liquidity_vacuum,28.86,0.00031,-0.415094,16.0091,0.9163,8,20,7.34,1,0.00005,-25.03,1,0,-25.03,3,steamroller_bsl,1
1599,2025.05.23 12:45:00,EURUSD,BUY,liquidity_vacuum,28.74,0.00099,2.193548,24.7486,0.0525,8,12,-0.12,1,-0.00018,10.01,0,1,-10.69,5,winner,0
1600,2025.05.23 15:08:42,EURUSD,SELL,liquidity_vacuum,25.97,0.00087,-0.121212,1.8105,0.4419,8,15,-2.77,1,-0.00006,13.02,0,1,-14.28,5,winner,0
1601,2025.05.27 12:20:37,EURUSD,SELL,liquidity_vacuum,28.00,0.00044,-0.494253,6.2101,2.6003,9,12,2.03,2,-0.00001,10.01,0,1,-7.84,5,winner,0
1602,2025.05.27 19:14:37,EURUSD,SELL,liquidity_vacuum,16.28,0.00026,-0.409091,2.4644,3.4576,11,19,-11.72,3,-0.00002,10.03,0,1,-1.91,2,winner,0
1603,2025.05.28 18:27:36,EURUSD,SELL,liquidity_vacuum,18.44,0.00030,0.153846,9.0399,2.3257,11,18,2.16,4,0.00004,10.08,0,1,-9.04,5,winner,0
1604,2025.05.30 11:13:38,EURUSD,SELL,liquidity_vacuum,20.28,0.00037,0.233333,9.7407,2.1094,8,11,1.84,5,-0.00003,10.15,0,1,-8.30,5,winner,0
1605,2025.05.30 15:51:39,EURUSD,SELL,liquidity_vacuum,18.55,0.00081,1.189189,15.0655,0.2946,8,15,-1.73,6,-0.00002,-25.02,1,0,-25.02,3,steamroller_bsl,1
1606,2025.06.02 11:55:38,EURUSD,BUY,liquidity_vacuum,29.26,0.00049,-0.395062,22.7771,2.6285,9,11,10.71,1,-0.00004,10.05,0,1,-2.04,3,winner,0
1607,2025.06.02 16:56:38,EURUSD,BUY,liquidity_vacuum,19.06,0.00051,0.040816,1.7325,0.8974,9,16,-10.2,2,-0.00003,10.00,0,1,-21.00,5,winner,0
1608,2025.06.04 19:01:39,EURUSD,BUY,liquidity_vacuum,25.73,0.00034,-0.333333,15.6995,3.4381,11,19,6.67,3,-0.00003,10.02,0,1,-6.78,5,winner,0
1609,2025.06.05 13:57:02,EURUSD,BUY,liquidity_vacuum,26.52,0.00091,1.676471,21.0168,0.2882,8,13,0.79,4,0.00003,10.00,0,1,-0.94,2,winner,0
1610,2025.06.05 15:46:38,EURUSD,BUY,liquidity_vacuum,21.68,0.00088,-0.032967,3.5739,2.2955,8,15,-4.84,5,-0.00002,-25.02,1,0,-25.02,4,steamroller_bsl,1
1611,2025.06.06 15:11:42,EURUSD,SELL,liquidity_vacuum,29.52,0.00088,0.0,16.9199,0.9597,8,15,7.84,1,0.00003,-25.00,1,0,-25.00,3,steamroller_bsl,1
1612,2025.06.11 19:18:34,EURUSD,BUY,liquidity_vacuum,21.56,0.00024,-0.727273,2.5248,7.6994,12,19,-7.96,1,0.00002,10.08,0,1,-3.77,5,winner,0
1613,2025.06.12 03:51:15,EURUSD,BUY,liquidity_vacuum,28.07,0.00034,0.416667,19.368,2.3254,10,3,6.51,2,-0.00004,10.00,0,1,-0.62,2,winner,0
