basket_id,open_time,symbol,direction,open_level,ema_fast,ema_trend,ema_sep,ema_sep_atr,ema_slope,atr,adx,grid_center,dist_ema_trend_atr,spread_points,hour,dow,roll_wr,roll_pf,roll_n,ema_slope_accel,adx_accel,atr_expansion_rate,consecutive_same_dir,dist_ema_abs,impulse_score,adx_x_atr_expand,slope_x_consec,impulse_x_dist,close_time,profit,exit_reason,hit_tp,hit_bsl,mae,mfe,bars_alive,max_depth,label_class,y_steamroller,y_fail
180,2018.08.31 15:14:14,EURUSD,SELL,1,1.16356,1.16541,-0.00186,-3.5287,-0.00002,0.00053,16.52,1.16361,-2.4573,8,15,5,0.7200,1.0444,50,-6e-05,-6.67,-0.101695,2,2.4573,2.2143,0.0,1.2,5.4413,2018.08.31 16:20:41,10.21,BASKET_TP,1,0,-1.76,10.21,14,3,winner,0,0
181,2018.08.31 19:43:04,EURUSD,SELL,1,1.16004,1.16210,-0.00206,-5.0978,-0.00000,0.00040,27.05,1.16006,-3.9317,8,19,5,0.7200,1.0450,50,2e-05,10.53,-0.245283,3,3.9317,23.7429,0.0,0.6,93.3501,2018.09.04 07:29:17,10.24,BASKET_TP,1,0,-6.92,10.24,429,4,winner,0,0
182,2018.09.04 12:24:13,EURUSD,SELL,1,1.15585,1.15760,-0.00175,-4.0468,-0.00002,0.00043,18.25,1.15591,-2.8654,8,12,2,0.7400,1.1566,50,-2e-05,-8.8,0.075,4,2.8654,3.6663,0.0,0.8,10.5056,2018.09.05 08:21:39,10.00,BASKET_TP,1,0,-15.33,10.00,240,5,winner,0,0
183,2018.09.05 09:34:16,EURUSD,SELL,1,1.15603,1.15774,-0.00171,-3.1061,-0.00003,0.00055,23.78,1.15609,-1.9453,8,9,3,0.7400,1.1565,50,-1e-05,5.53,0.27907,5,1.9453,16.937,1.543256,0.5,32.9476,2018.09.05 14:17:27,-25.03,BASKET_SL,0,1,-25.03,5.22,57,5,steamroller_bsl,1,1
184,2018.09.05 16:23:28,EURUSD,BUY,1,1.16187,1.15975,0.00213,3.5866,0.00009,0.00059,19.39,1.16187,2.4530,8,16,3,0.7200,1.0457,50,0.00012,-4.39,0.072727,1,2.453,3.0405,0.0,1.2,7.4584,2018.09.10 13:59:36,10.03,BASKET_TP,1,0,-16.71,10.03,835,5,winner,0,0
185,2018.09.10 17:33:03,EURUSD,BUY,1,1.16033,1.15891,0.00141,5.4396,-0.00001,0.00026,20.91,1.16036,4.2274,8,17,1,0.7400,1.1585,50,-0.0001,1.52,-0.559322,2,4.2274,6.0968,0.0,2.0,25.7738,2018.09.11 07:31:38,10.06,BASKET_TP,1,0,-7.82,10.06,168,4,winner,0,0
186,2018.09.11 09:36:01,EURUSD,BUY,1,1.16272,1.16103,0.00168,4.3552,0.00000,0.00039,24.21,1.16269,3.1193,8,9,2,0.7400,1.1584,50,1e-05,3.3,0.5,3,3.1193,13.9798,1.65,0.3,43.6073,2018.09.11 13:06:41,-25.03,BASKET_SL,0,1,-25.03,0.92,42,5,steamroller_bsl,1,1
187,2018.09.11 14:05:38,EURUSD,SELL,1,1.15805,1.15946,-0.00141,-2.0878,0.00004,0.00067,18.72,1.15799,-1.1951,8,14,2,0.7200,1.0471,50,4e-05,-5.49,0.717949,1,1.1951,8.3783,0.0,0.4,10.0129,2018.09.13 13:38:30,-25.00,BASKET_SL,0,1,-25.00,6.16,570,5,steamroller_bsl,1,1
188,2018.09.13 15:42:42,EURUSD,BUY,1,1.16806,1.16480,0.00326,4.3148,-0.00006,0.00075,26.92,1.16806,3.2656,8,15,4,0.7000,0.9496,50,-0.0001,8.2,0.119403,1,3.2656,19.9104,0.979104,1.0,65.0195,2018.09.17 11:57:40,10.01,BASKET_TP,1,0,-13.14,10.01,531,5,winner,0,0
189,2018.09.17 16:24:24,EURUSD,BUY,1,1.16882,1.16690,0.00192,4.5973,0.00001,0.00042,21.24,1.16886,3.4754,8,16,1,0.7000,0.9496,50,7e-05,-5.68,-0.44,2,3.4754,2.5689,0.0,1.4,8.9278,2018.09.18 07:12:42,10.10,BASKET_TP,1,0,-4.09,10.10,178,3,winner,0,0
190,2018.09.18 08:00:38,EURUSD,BUY,1,1.16999,1.16899,0.00100,1.9667,-0.00000,0.00051,29.67,1.17006,0.9845,8,8,2,0.7200,1.0462,50,-1e-05,8.43,0.214286,3,0.9845,20.849,1.806429,0.3,20.5258,2018.09.18 12:52:29,10.02,BASKET_TP,1,0,-7.13,10.02,58,5,winner,0,0
191,2018.09.18 15:01:29,EURUSD,BUY,1,1.17051,1.16934,0.00118,1.7392,-0.00002,0.00068,15.01,1.17053,0.5244,8,15,2,0.7200,1.0458,50,-2e-05,-14.66,0.333333,4,0.5244,5.6644,0.0,0.8,2.9704,2018.09.19 09:18:12,10.01,BASKET_TP,1,0,-12.51,10.01,219,4,winner,0,0
192,2018.09.19 10:07:39,EURUSD,BUY,1,1.17020,1.16857,0.00163,3.0451,-0.00001,0.00054,23.98,1.17029,2.1253,8,10,3,0.7400,1.1568,50,1e-05,8.97,-0.205882,5,2.1253,21.0713,0.0,0.5,44.7829,2018.09.20 09:16:05,10.24,BASKET_TP,1,0,-18.91,10.24,278,5,winner,0,0
193,2018.09.20 09:52:16,EURUSD,BUY,1,1.16970,1.16870,0.00100,2.0056,-0.00001,0.00050,27.75,1.16969,0.8776,8,9,4,0.7400,1.1564,50,0.0,3.77,-0.074074,6,0.8776,10.7594,0.0,0.0,9.4424,2018.09.20 12:34:05,10.01,BASKET_TP,1,0,-0.97,10.01,32,2,winner,0,0
194,2018.09.20 14:41:15,EURUSD,BUY,1,1.17602,1.17245,0.00358,4.9766,-0.00007,0.00072,29.63,1.17602,3.8718,8,14,4,0.7600,1.2859,50,-6e-05,1.88,0.44,7,3.8718,13.2279,0.8272,4.2,51.216,2018.09.21 08:06:42,10.07,BASKET_TP,1,0,-2.17,10.07,209,2,winner,0,0
195,2018.09.21 08:30:38,EURUSD,BUY,1,1.17865,1.17806,0.00060,0.8873,0.00002,0.00068,16.38,1.17856,-0.2013,8,8,5,0.7600,1.2860,50,9e-05,-13.25,-0.055556,8,0.2013,4.9503,0.0,7.2,0.9965,2018.09.24 14:04:43,10.23,BASKET_TP,1,0,-10.69,10.23,354,5,winner,0,0
196,2018.09.24 17:37:18,EURUSD,BUY,1,1.17742,1.17717,0.00025,0.5357,-0.00004,0.00048,25.04,1.17742,-0.6285,8,17,1,0.7600,1.2867,50,-6e-05,8.66,-0.294118,9,0.6285,22.5771,0.0,5.4,14.1897,2018.09.25 12:22:28,10.28,BASKET_TP,1,0,-11.32,10.28,225,5,winner,0,0
197,2018.09.25 15:47:28,EURUSD,BUY,1,1.17853,1.17712,0.00142,2.9896,0.00003,0.00047,12.56,1.17848,1.5668,8,15,2,0.7600,1.2877,50,7e-05,-12.48,-0.020833,10,1.5668,6.0917,0.0,7.0,9.5445,2018.09.26 19:03:31,10.01,BASKET_TP,1,0,-18.24,10.01,327,5,winner,0,0
198,2018.09.26 20:59:38,EURUSD,BUY,1,1.17540,1.17529,0.00011,0.1339,-0.00009,0.00080,26.58,1.17550,-0.8934,8,20,3,0.7600,1.2876,50,-0.00012,14.02,0.702128,11,0.8934,41.9846,9.84383,13.2,37.5091,2018.10.01 02:32:18,-25.09,BASKET_SL,0,1,-25.09,1.03,643,5,steamroller_bsl,1,1
199,2018.10.01 08:44:12,EURUSD,SELL,1,1.15843,1.15940,-0.00097,-1.6334,0.00001,0.00060,22.95,1.15843,-0.7210,8,8,1,0.7400,1.1575,50,0.0001,-3.63,-0.25,1,0.721,1.6803,0.0,1.0,1.2115,2018.10.02 06:04:19,10.05,BASKET_TP,1,0,-9.03,10.05,256,3,winner,0,0
200,2018.10.02 08:58:37,EURUSD,SELL,1,1.15378,1.15572,-0.00195,-3.0260,-0.00002,0.00064,27.68,1.15378,-2.0725,8,8,2,0.7600,1.2871,50,-3e-05,4.73,0.066667,2,2.0725,11.9448,0.315333,0.6,24.7556,2018.10.03 13:21:27,10.06,BASKET_TP,1,0,-18.99,10.06,341,5,winner,0,0
201,2018.10.03 15:07:40,EURUSD,SELL,1,1.15354,1.15524,-0.00170,-3.2905,-0.00005,0.00052,20.28,1.15354,-2.2897,8,15,3,0.7800,1.4402,50,-3e-05,-7.4,-0.1875,3,2.2897,2.3724,0.0,0.9,5.4321,2018.10.03 21:39:16,10.02,BASKET_TP,1,0,-0.76,10.02,78,2,winner,0,0
202,2018.10.04 03:10:24,EURUSD,SELL,1,1.14736,1.14890,-0.00154,-4.9394,0.00001,0.00031,19.20,1.14735,-4.0963,8,3,4,0.8000,1.6239,50,6e-05,-1.08,-0.403846,4,4.0963,3.6241,0.0,2.4,14.8453,2018.10.04 15:24:41,-25.05,BASKET_SL,0,1,-25.05,1.95,146,4,steamroller_bsl,1,1
203,2018.10.04 22:44:35,EURUSD,BUY,1,1.15129,1.15093,0.00036,1.9258,-0.00001,0.00019,10.40,1.15131,0.5738,9,22,4,0.7800,1.4401,50,-2e-05,-8.8,-0.387097,1,0.5738,0.8434,0.0,0.2,0.484,2018.10.05 13:30:41,10.05,BASKET_TP,1,0,-4.71,10.05,178,5,winner,0,0
204,2018.10.05 16:52:39,EURUSD,BUY,1,1.15145,1.15118,0.00027,0.3635,-0.00004,0.00074,22.03,1.15155,-0.6262,8,16,5,0.7800,1.4401,50,-3e-05,11.63,2.894737,2,0.6262,53.6639,33.665789,0.6,33.6043,2018.10.09 11:20:57,-25.02,BASKET_SL,0,1,-25.02,5.28,510,5,steamroller_bsl,1,1
205,2018.10.09 13:32:40,EURUSD,SELL,1,1.14388,1.14614,-0.00226,-5.5062,-0.00004,0.00041,25.35,1.14389,-4.4383,8,13,2,0.7600,1.2870,50,0.0,3.32,-0.445946,1,4.4383,8.2496,0.0,0.0,36.6141,2018.10.09 19:49:29,-25.01,BASKET_SL,0,1,-25.01,2.47,75,5,steamroller_bsl,1,1
206,2018.10.09 21:59:28,EURUSD,BUY,1,1.14935,1.14834,0.00102,6.6103,-0.00001,0.00015,24.08,1.14939,5.1543,3,21,2,0.7400,1.1574,50,3e-05,-1.27,-0.634146,1,5.1543,2.0886,0.0,0.3,10.7651,2018.10.10 00:43:35,10.09,BASKET_TP,1,0,-2.93,10.09,33,5,winner,0,0
207,2018.10.10 03:48:32,EURUSD,BUY,1,1.15089,1.14990,0.00098,4.0029,-0.00002,0.00025,20.13,1.15091,2.5943,8,3,3,0.7600,1.2880,50,-1e-05,-3.95,0.666667,2,2.5943,8.4152,0.0,0.2,21.8317,2018.10.10 14:10:37,10.02,BASKET_TP,1,0,-10.48,10.02,125,5,winner,0,0
208,2018.10.10 18:37:18,EURUSD,BUY,1,1.15364,1.15203,0.00161,4.4541,-0.00003,0.00036,18.73,1.15367,3.2257,8,18,3,0.7600,1.2876,50,-1e-05,-1.4,0.44,3,3.2257,6.8064,0.0,0.3,21.9555,2018.10.11 02:51:20,10.02,BASKET_TP,1,0,-5.63,10.02,99,5,winner,0,0
209,2018.10.11 05:47:31,EURUSD,BUY,1,1.15629,1.15466,0.00163,6.4327,-0.00001,0.00025,22.53,1.15631,4.9964,8,5,4,0.7800,1.4418,50,2e-05,3.8,-0.305556,4,4.9964,11.0491,0.0,0.8,55.2057,2018.10.11 11:29:15,10.18,BASKET_TP,1,0,-9.72,10.18,68,5,winner,0,0
210,2018.10.11 14:04:40,EURUSD,BUY,1,1.15783,1.15624,0.00159,1.8260,-0.00005,0.00087,20.38,1.15798,1.0503,8,14,4,0.7800,1.4423,50,-4e-05,-2.15,2.48,5,1.0503,27.9626,0.0,2.0,29.3691,2018.10.11 19:00:33,10.07,BASKET_TP,1,0,-6.41,10.07,60,4,winner,0,0
211,2018.10.12 00:11:59,EURUSD,BUY,1,1.15919,1.15851,0.00067,7.4165,-0.00000,0.00009,25.17,1.15919,4.2491,8,0,5,0.7800,1.4426,50,5e-05,4.79,-0.896552,6,4.2491,14.1423,0.0,3.0,60.0919,2018.10.15 10:54:05,10.20,BASKET_TP,1,0,-11.03,10.20,416,5,winner,0,0
212,2018.10.15 12:55:35,EURUSD,BUY,1,1.15911,1.15741,0.00170,4.3502,-0.00001,0.00039,22.31,1.15917,3.2610,8,12,1,0.7800,1.4255,50,-1e-05,-2.86,3.333333,7,3.261,37.7486,0.0,0.7,123.0981,2018.10.16 14:03:29,10.07,BASKET_TP,1,0,-6.83,10.07,301,5,winner,0,0
213,2018.10.16 15:04:38,EURUSD,BUY,1,1.15985,1.15859,0.00126,1.7917,0.00002,0.00070,24.42,1.15992,0.8221,8,15,2,0.7800,1.4257,50,3e-05,2.11,0.794872,8,0.8221,16.6742,1.677179,2.4,13.7079,2018.10.17 12:55:27,-25.02,BASKET_SL,0,1,-25.02,2.38,263,5,steamroller_bsl,1,1
214,2018.10.17 15:14:29,EURUSD,SELL,1,1.15367,1.15482,-0.00115,-2.4114,0.00003,0.00048,18.87,1.15367,-1.4190,8,15,3,0.7600,1.2736,50,1e-05,-5.55,-0.314286,1,1.419,0.9547,0.0,0.1,1.3548,2018.10.18 06:20:31,10.01,BASKET_TP,1,0,-0.67,10.01,182,2,winner,0,0
215,2018.10.18 08:00:37,EURUSD,SELL,1,1.14889,1.14972,-0.00083,-2.2700,-0.00001,0.00036,25.63,1.14886,-1.4306,8,8,4,0.7600,1.2736,50,-4e-05,6.76,-0.25,2,1.4306,15.2776,0.0,0.8,21.8562,2018.10.18 17:15:40,10.00,BASKET_TP,1,0,-14.30,10.00,111,5,winner,0,0
216,2018.10.18 22:25:39,EURUSD,SELL,1,1.14554,1.14709,-0.00155,-8.2849,-0.00000,0.00019,25.49,1.14552,-7.2237,16,22,4,0.7800,1.4258,50,1e-05,-0.14,-0.472222,3,7.2237,3.4059,0.0,0.3,24.6034,2018.10.19 08:14:39,10.27,BASKET_TP,1,0,-4.78,10.27,117,5,winner,0,0
217,2018.10.19 09:11:03,EURUSD,SELL,1,1.14479,1.14557,-0.00078,-1.5132,0.00003,0.00051,25.25,1.14474,-0.5207,8,9,5,0.7800,1.4268,50,3e-05,-0.24,1.684211,4,0.5207,19.2723,0.0,1.2,10.0351,2018.10.22 07:08:30,-25.06,BASKET_SL,0,1,-25.06,1.19,263,5,steamroller_bsl,1,1
218,2018.10.22 17:36:38,EURUSD,SELL,1,1.14663,1.14854,-0.00191,-4.5006,0.00002,0.00042,26.06,1.14653,-3.7294,8,17,1,0.7600,1.2741,50,-1e-05,0.81,-0.176471,5,3.7294,5.1523,0.0,0.5,19.2152,2018.10.24 07:11:30,10.07,BASKET_TP,1,0,-7.98,10.07,451,5,winner,0,0
219,2018.10.24 08:02:38,EURUSD,SELL,1,1.14629,1.14672,-0.00042,-0.9207,-0.00004,0.00046,19.60,1.14629,0.0761,8,8,3,0.7600,1.2743,50,-6e-05,-6.46,0.095238,6,0.0761,4.5714,0.0,3.6,0.3479,2018.10.24 09:00:40,10.00,BASKET_TP,1,0,-1.40,10.00,12,2,winner,0,0
220,2018.10.24 13:55:00,EURUSD,SELL,1,1.13996,1.14227,-0.00230,-4.2725,0.00006,0.00054,29.54,1.13985,-3.3334,8,13,3,0.7600,1.2743,50,0.0001,9.94,0.173913,7,3.3334,26.9525,1.728696,7.0,89.8434,2018.10.25 14:40:16,10.16,BASKET_TP,1,0,-7.03,10.16,297,3,winner,0,0
221,2018.10.25 20:17:29,EURUSD,SELL,1,1.13626,1.13779,-0.00153,-5.4040,0.00002,0.00028,20.93,1.13623,-4.4616,8,20,4,0.7600,1.2748,50,-4e-05,-8.61,-0.481481,8,4.4616,5.5154,0.0,3.2,24.6075,2018.10.26 12:01:28,10.03,BASKET_TP,1,0,-5.73,10.03,189,4,winner,0,0
222,2018.10.28 23:48:02,EURUSD,BUY,1,1.14022,1.13958,0.00064,3.8320,-0.00001,0.00017,15.45,1.14022,2.3300,8,23,0,0.7600,1.2746,50,-3e-05,-5.48,-0.392857,1,2.33,1.3825,0.0,0.3,3.2212,2018.10.30 11:08:15,-25.08,BASKET_SL,0,1,-25.08,9.42,424,5,steamroller_bsl,1,1
223,2018.10.30 12:34:33,EURUSD,SELL,1,1.13542,1.13648,-0.00106,-2.3944,0.00001,0.00044,26.02,1.13533,-1.6115,8,12,2,0.7400,1.1457,50,2e-05,10.57,1.588235,1,1.6115,38.1252,16.787647,0.2,61.4388,2018.10.30 18:06:12,10.05,BASKET_TP,1,0,-8.05,10.05,67,5,winner,0,0
224,2018.10.30 19:51:40,EURUSD,SELL,1,1.13442,1.13552,-0.00110,-5.2532,-0.00003,0.00021,26.25,1.13446,-4.0212,8,19,2,0.7400,1.1457,50,-4e-05,0.23,-0.522727,2,4.0212,2.8653,0.0,0.8,11.5219,2018.10.31 12:56:28,10.03,BASKET_TP,1,0,-4.25,10.03,205,4,winner,0,0
225,2018.10.31 15:21:16,EURUSD,SELL,1,1.13189,1.13309,-0.00120,-2.7115,0.00002,0.00044,21.22,1.13187,-1.6323,8,15,3,0.7600,1.2747,50,5e-05,-5.03,1.095238,3,1.6323,13.3605,0.0,1.5,21.8083,2018.10.31 16:17:32,10.05,BASKET_TP,1,0,-6.70,10.05,11,5,winner,0,0
226,2018.10.31 18:10:27,EURUSD,SELL,1,1.13108,1.13229,-0.00121,-2.9979,0.00003,0.00040,26.41,1.13098,-2.1751,8,18,3,0.7800,1.4270,50,1e-05,5.19,-0.090909,4,2.1751,13.0238,0.0,0.4,28.328,2018.11.01 09:02:30,-25.01,BASKET_SL,0,1,-25.01,5.03,178,4,steamroller_bsl,1,1
227,2018.11.01 10:19:34,EURUSD,BUY,1,1.13749,1.13555,0.00193,4.4450,-0.00002,0.00043,21.67,1.13757,3.4155,8,10,4,0.7600,1.2749,50,-5e-05,-4.74,0.075,1,3.4155,2.6039,0.0,0.5,8.8935,2018.11.07 01:00:38,10.00,BASKET_TP,1,0,-1.86,10.00,1029,1,winner,0,0
228,2018.11.07 06:14:34,EURUSD,BUY,1,1.14528,1.14401,0.00127,2.8619,-0.00001,0.00044,22.92,1.14527,1.6419,8,6,3,0.7600,1.2748,50,1e-05,1.25,0.023256,2,1.6419,4.243,0.02907,0.2,6.9666,2018.11.07 07:33:15,10.00,BASKET_TP,1,0,-4.40,10.00,16,4,winner,0,0
229,2018.11.07 12:07:24,EURUSD,BUY,1,1.14906,1.14703,0.00203,4.8449,-0.00005,0.00042,25.86,1.14910,3.5610,8,12,3,0.7800,1.4271,50,-4e-05,2.94,-0.045455,3,3.561,8.6702,0.0,1.2,30.8748,2018.11.07 21:49:25,-25.01,BASKET_SL,0,1,-25.01,5.24,116,5,steamroller_bsl,1,1
230,2018.11.07 23:45:00,EURUSD,SELL,1,1.14314,1.14455,-0.00141,-6.0579,0.00003,0.00023,27.20,1.14314,-5.0681,10,23,3,0.7600,1.2750,50,8e-05,1.34,-0.452381,1,5.0681,5.247,0.0,0.8,26.5924,2018.11.08 09:18:12,10.04,BASKET_TP,1,0,-3.36,10.04,114,5,winner,0,0
231,2018.11.08 10:22:40,EURUSD,SELL,1,1.14226,1.14291,-0.00065,-1.2805,-0.00003,0.00050,23.42,1.14224,-0.2382,8,10,4,0.7600,1.2744,50,-6e-05,-3.78,1.173913,2,0.2382,13.3987,0.0,1.2,3.1916,2018.11.08 19:06:31,10.03,BASKET_TP,1,0,-3.41,10.03,105,2,winner,0,0
232,2018.11.08 22:33:36,EURUSD,SELL,1,1.13643,1.13864,-0.00221,-15.4250,0.00001,0.00014,24.85,1.13641,-14.3682,8,22,4,0.7600,1.2737,50,4e-05,1.43,-0.72,3,14.3682,8.3521,0.0,1.2,120.0039,2018.11.09 17:04:41,10.00,BASKET_TP,1,0,-0.56,10.00,222,2,winner,0,0
233,2018.11.09 17:53:00,EURUSD,SELL,1,1.13312,1.13411,-0.00099,-1.9656,0.00003,0.00050,26.51,1.13316,-0.7880,8,17,5,0.7600,1.2737,50,2e-05,1.66,2.571429,4,0.788,31.4313,4.268571,0.8,24.7679,2018.11.12 18:49:27,10.00,BASKET_TP,1,0,-0.32,10.00,299,1,winner,0,0
234,2018.11.12 23:47:35,EURUSD,SELL,1,1.12225,1.12363,-0.00138,-7.0832,-0.00000,0.00019,18.48,1.12229,-5.6600,9,23,1,0.7800,1.4258,50,-3e-05,-8.03,-0.62,5,5.66,4.215,0.0,1.5,23.8569,2018.11.13 14:55:05,-25.09,BASKET_SL,0,1,-25.09,3.41,182,5,steamroller_bsl,1,1
235,2018.11.14 02:21:31,EURUSD,BUY,1,1.13053,1.12937,0.00117,4.8554,-0.00002,0.00024,19.06,1.13055,3.7260,8,2,3,0.7600,1.2734,50,-2e-05,0.58,0.263158,1,3.726,5.4231,0.152632,0.2,20.2064,2018.11.14 14:53:19,10.02,BASKET_TP,1,0,-18.18,10.02,150,5,winner,0,0
236,2018.11.14 17:36:27,EURUSD,BUY,1,1.13124,1.13005,0.00119,2.3934,-0.00002,0.00050,21.55,1.13132,1.3424,8,17,3,0.7600,1.2732,50,0.0,2.49,1.083333,2,1.3424,17.1489,2.6975,0.0,23.0207,2018.11.14 19:12:21,10.07,BASKET_TP,1,0,-10.88,10.07,19,5,winner,0,0
237,2018.11.14 23:57:22,EURUSD,BUY,1,1.13143,1.13114,0.00029,1.1068,-0.00002,0.00026,26.69,1.13146,-0.2349,9,23,3,0.7800,1.4255,50,0.0,5.14,-0.48,3,0.2349,11.8387,0.0,0.0,2.7809,2018.11.15 19:33:03,10.01,BASKET_TP,1,0,-8.01,10.01,235,2,winner,0,0
238,2018.11.15 20:46:25,EURUSD,BUY,1,1.13391,1.13251,0.00140,2.5357,-0.00005,0.00055,24.43,1.13404,1.4209,8,20,4,0.8000,1.6078,50,-3e-05,-2.26,1.115385,4,1.4209,13.8091,0.0,1.2,19.6213,2018.11.16 13:53:27,10.01,BASKET_TP,1,0,-1.85,10.01,205,2,winner,0,0
239,2018.11.16 19:01:17,EURUSD,BUY,1,1.14126,1.13881,0.00245,6.5760,-0.00003,0.00037,20.02,1.14130,5.3351,8,19,5,0.8000,1.6078,50,2e-05,-4.41,-0.327273,5,5.3351,4.0338,0.0,1.0,21.5206,2018.11.19 15:19:41,10.00,BASKET_TP,1,0,-2.62,10.00,243,2,winner,0,0
240,2018.11.19 17:04:36,EURUSD,BUY,1,1.14487,1.14328,0.00159,3.6913,-0.00001,0.00043,29.10,1.14483,2.0737,8,17,1,0.8000,1.6074,50,2e-05,9.08,0.162162,6,2.0737,23.5,1.472432,1.2,48.732,2018.11.22 10:32:05,10.02,BASKET_TP,1,0,-23.51,10.02,786,5,winner,0,1
241,2018.11.22 11:25:13,EURUSD,BUY,1,1.14136,1.14040,0.00096,1.5272,-0.00002,0.00063,16.67,1.14140,0.5604,8,11,4,0.8000,1.6074,50,-1e-05,-12.43,0.465116,7,0.5604,8.3913,0.0,0.7,4.7025,2018.11.23 10:55:15,-25.00,BASKET_SL,0,1,-25.00,3.07,282,5,steamroller_bsl,1,1
242,2018.11.23 12:41:50,EURUSD,SELL,1,1.13532,1.13776,-0.00245,-5.8957,-0.00001,0.00042,29.49,1.13535,-4.6848,8,12,5,0.7800,1.4251,50,1e-05,12.82,-0.333333,1,4.6848,27.4112,0.0,0.1,128.416,2018.11.30 14:34:41,10.12,BASKET_TP,1,0,-16.83,10.12,1462,5,winner,0,0
243,2018.11.30 20:41:05,EURUSD,SELL,1,1.13112,1.13288,-0.00176,-8.7823,0.00001,0.00020,20.00,1.13110,-7.8068,8,20,5,0.7800,1.4247,50,2e-05,-9.49,-0.52381,2,7.8068,3.1517,0.0,0.4,24.6047,2018.12.03 07:05:41,-25.04,BASKET_SL,0,1,-25.04,1.18,125,5,steamroller_bsl,1,1
244,2018.12.03 08:14:00,EURUSD,BUY,1,1.13690,1.13541,0.00148,3.0573,-0.00002,0.00048,21.10,1.13691,1.9930,8,8,1,0.7600,1.2727,50,-3e-05,1.1,1.4,1,1.993,17.4983,1.54,0.3,34.874,2018.12.04 04:11:37,10.04,BASKET_TP,1,0,-18.36,10.04,240,5,winner,0,0
245,2018.12.04 05:40:30,EURUSD,BUY,1,1.13740,1.13641,0.00100,3.7010,-0.00002,0.00027,19.09,1.13745,2.3563,8,5,2,0.7600,1.2726,50,0.0,-2.01,-0.4375,2,2.3563,1.5891,0.0,0.0,3.7443,2018.12.06 13:15:41,10.05,BASKET_TP,1,0,-17.10,10.05,667,5,winner,0,0
246,2018.12.06 19:41:31,EURUSD,BUY,1,1.13841,1.13736,0.00104,3.3028,-0.00002,0.00032,19.73,1.13842,1.8573,8,19,4,0.7600,1.2720,50,0.0,0.64,0.185185,3,1.8573,5.0962,0.118519,0.0,9.4651,2018.12.07 13:30:40,10.03,BASKET_TP,1,0,-5.81,10.03,214,4,winner,0,0
247,2018.12.07 15:09:54,EURUSD,BUY,1,1.13855,1.13775,0.00080,0.9478,-0.00003,0.00084,20.65,1.13871,0.0680,8,15,5,0.7600,1.2711,50,-1e-05,0.92,1.625,4,0.068,20.207,1.495,0.4,1.3741,2018.12.12 15:26:05,10.00,BASKET_TP,1,0,-20.10,10.00,868,5,winner,0,1
248,2018.12.12 16:21:40,EURUSD,BUY,1,1.13637,1.13473,0.00164,3.0610,-0.00004,0.00054,20.40,1.13649,2.0732,8,16,3,0.7600,1.2711,50,-1e-05,-0.25,-0.357143,5,2.0732,3.1183,0.0,0.5,6.4649,2018.12.17 11:58:33,10.39,BASKET_TP,1,0,-17.42,10.39,811,5,winner,0,0
249,2018.12.17 12:20:31,EURUSD,BUY,1,1.13395,1.13253,0.00142,3.5050,-0.00002,0.00040,22.80,1.13399,2.5225,8,12,1,0.7800,1.4246,50,2e-05,2.4,-0.259259,6,2.5225,8.6306,0.0,1.2,21.7708,2018.12.18 10:21:28,10.00,BASKET_TP,1,0,-1.00,10.00,264,2,winner,0,0
250,2018.12.18 12:09:37,EURUSD,BUY,1,1.13914,1.13701,0.00213,5.0278,0.00003,0.00042,26.36,1.13914,3.8245,8,12,2,0.7800,1.4245,50,5e-05,3.56,0.05,7,3.8245,12.5761,0.178,3.5,48.0974,2018.12.19 07:35:59,10.11,BASKET_TP,1,0,-14.49,10.11,234,5,winner,0,0
251,2018.12.19 09:51:45,EURUSD,BUY,1,1.13995,1.13897,0.00098,2.7861,-0.00000,0.00035,20.48,1.14000,1.7063,8,9,3,0.7800,1.4246,50,-3e-05,-5.88,-0.166667,8,1.7063,4.7266,0.0,2.4,8.065,2018.12.19 14:27:38,10.03,BASKET_TP,1,0,-3.73,10.03,55,4,winner,0,0
252,2018.12.19 16:33:37,EURUSD,BUY,1,1.14254,1.14095,0.00159,3.2209,0.00000,0.00049,29.22,1.14258,2.1338,8,16,3,0.7800,1.4247,50,0.0,8.74,0.4,9,2.1338,26.5134,3.496,0.0,56.5744,2018.12.20 08:29:35,10.01,BASKET_TP,1,0,-23.49,10.01,191,5,winner,0,1
253,2018.12.20 11:29:03,EURUSD,BUY,1,1.14709,1.14320,0.00389,7.1635,-0.00001,0.00054,20.81,1.14708,6.0064,8,11,4,0.8000,1.6072,50,-1e-05,-8.41,0.102041,10,6.0064,7.622,0.0,1.0,45.7808,2018.12.20 15:52:04,-25.00,BASKET_SL,0,1,-25.00,1.31,53,5,steamroller_bsl,1,1
254,2018.12.20 16:55:30,EURUSD,SELL,1,1.14231,1.14361,-0.00130,-1.8950,0.00005,0.00069,28.97,1.14224,-0.9886,8,16,4,0.7800,1.4248,50,6e-05,8.16,0.277778,1,0.9886,20.4449,2.266667,0.6,20.2119,2018.12.21 09:23:38,10.04,BASKET_TP,1,0,-21.81,10.04,197,5,winner,0,1
