basket_id,open_time,symbol,direction,open_level,ema_fast,ema_trend,ema_sep,ema_sep_atr,ema_slope,atr,adx,grid_center,dist_ema_trend_atr,spread_points,hour,dow,roll_wr,roll_pf,roll_n,ema_slope_accel,adx_accel,atr_expansion_rate,consecutive_same_dir,dist_ema_abs,impulse_score,adx_x_atr_expand,slope_x_consec,impulse_x_dist,close_time,profit,exit_reason,hit_tp,hit_bsl,mae,mfe,bars_alive,max_depth,label_class,y_steamroller,y_fail
1571,2025.04.21 17:53:17,EURUSD,SELL,1,1.15045,1.15137,-0.00092,-1.7007,0.00001,0.00054,26.91,1.15033,-0.7901,8,17,1,0.7600,1.2737,50,6e-05,-0.3,-0.27027,1,0.7901,1.2975,0.0,0.6,1.0252,2025.04.22 13:01:26,10.00,BASKET_TP,1,0,-9.65,10.00,230,3,winner,0,0
1572,2025.04.22 14:48:40,EURUSD,SELL,1,1.14687,1.14905,-0.00218,-3.4773,-0.00004,0.00063,25.97,1.14693,-2.3963,11,14,2,0.7600,1.2736,50,-5e-05,-0.94,0.166667,2,2.3963,3.7657,0.0,1.0,9.0238,2025.04.22 17:20:29,10.05,BASKET_TP,1,0,-3.21,10.05,31,3,winner,0,0
1573,2025.04.23 01:10:00,EURUSD,SELL,1,1.13563,1.13991,-0.00428,-5.1169,0.00014,0.00084,23.50,1.13563,-3.6462,8,1,3,0.7600,1.2737,50,0.00018,-2.47,0.333333,3,3.6462,7.5449,0.0,5.4,27.5102,2025.04.23 10:18:37,-25.09,BASKET_SL,0,1,-25.09,5.46,109,5,steamroller_bsl,1,1
1574,2025.04.23 14:28:05,EURUSD,BUY,1,1.14064,1.14028,0.00036,0.6266,-0.00001,0.00058,13.01,1.14073,-0.8118,8,14,3,0.7400,1.1449,50,-0.00015,-10.49,-0.309524,1,0.8118,2.2029,0.0,1.5,1.7884,2025.04.23 22:03:07,-25.00,BASKET_SL,0,1,-25.00,2.69,91,3,steamroller_bsl,1,1
1575,2025.04.23 23:00:17,EURUSD,SELL,1,1.13167,1.13369,-0.00202,-6.2846,0.00001,0.00032,17.99,1.13166,-5.1404,14,23,3,0.7200,1.0347,50,2e-05,4.98,-0.448276,1,5.1404,11.9451,0.0,0.2,61.4026,2025.04.24 08:54:37,-25.02,BASKET_SL,0,1,-25.02,2.98,118,5,steamroller_bsl,1,1
1576,2025.04.24 11:58:13,EURUSD,BUY,1,1.13844,1.13660,0.00184,3.5558,-0.00000,0.00052,21.63,1.13838,2.3581,9,11,4,0.7000,0.9391,50,-1e-05,3.64,0.625,1,2.3581,14.7195,2.275,0.1,34.7101,2025.04.24 20:28:30,10.02,BASKET_TP,1,0,-11.23,10.02,102,5,winner,0,0
1577,2025.04.24 21:59:37,EURUSD,BUY,1,1.13895,1.13776,0.00119,3.4784,0.00004,0.00034,29.29,1.13895,1.8215,19,21,4,0.7200,1.0351,50,4e-05,7.66,-0.346154,2,1.8215,17.1754,0.0,0.8,31.2849,2025.04.25 05:04:35,-25.01,BASKET_SL,0,1,-25.01,0.53,85,4,steamroller_bsl,1,1
1578,2025.04.25 06:07:34,EURUSD,SELL,1,1.13335,1.13520,-0.00185,-4.0952,0.00003,0.00045,28.81,1.13325,-3.0682,11,6,5,0.7000,0.9395,50,-1e-05,-0.48,0.323529,1,3.0682,4.6023,0.0,0.1,14.1209,2025.04.28 15:40:05,-25.07,BASKET_SL,0,1,-25.07,9.48,403,5,steamroller_bsl,1,1
1579,2025.04.28 21:59:39,EURUSD,BUY,1,1.14201,1.13990,0.00212,6.9728,0.00003,0.00030,24.61,1.14197,4.8842,27,21,1,0.6800,0.8557,50,0.0,-4.2,-0.333333,1,4.8842,1.721,0.0,0.0,8.406,2025.04.30 02:57:15,-25.00,BASKET_SL,0,1,-25.00,4.15,348,5,steamroller_bsl,1,1
1580,2025.04.30 04:17:38,EURUSD,SELL,1,1.13719,1.13814,-0.00096,-3.0675,0.00003,0.00031,22.75,1.13719,-2.0589,8,4,3,0.6600,0.7819,50,0.0,-1.86,0.033333,1,2.0589,1.3481,0.0,0.0,2.7755,2025.04.30 10:58:59,10.07,BASKET_TP,1,0,-9.23,10.07,80,5,winner,0,0
1581,2025.04.30 12:22:36,EURUSD,SELL,1,1.13648,1.13728,-0.00080,-2.0312,0.00001,0.00039,19.35,1.13643,-1.2230,9,12,3,0.6600,0.7819,50,-2e-05,-3.4,0.258065,2,1.223,4.0864,0.0,0.4,4.9977,2025.04.30 15:04:39,10.11,BASKET_TP,1,0,-6.74,10.11,32,5,winner,0,0
1582,2025.04.30 15:51:02,EURUSD,SELL,1,1.13608,1.13691,-0.00083,-1.1692,-0.00012,0.00071,19.30,1.13623,0.1120,8,15,3,0.6600,0.7821,50,-0.00013,-0.05,0.820513,3,0.112,11.0331,0.0,3.9,1.2357,2025.04.30 21:08:59,10.01,BASKET_TP,1,0,-1.17,10.01,63,2,winner,0,0
1583,2025.04.30 23:00:35,EURUSD,SELL,1,1.13275,1.13429,-0.00154,-6.8945,-0.00002,0.00022,22.92,1.13280,-5.4513,15,23,3,0.6600,0.7822,50,0.0001,3.62,-0.690141,4,5.4513,11.6028,0.0,4.0,63.2505,2025.05.05 17:05:05,10.02,BASKET_TP,1,0,-12.26,10.02,792,4,winner,0,0
1584,2025.05.05 19:52:06,EURUSD,SELL,1,1.13038,1.13206,-0.00169,-6.7682,0.00001,0.00025,23.97,1.13039,-5.5921,11,19,1,0.6600,0.7821,50,3e-05,1.05,0.136364,5,5.5921,7.6617,0.143182,1.5,42.8448,2025.05.06 01:19:27,10.05,BASKET_TP,1,0,-4.90,10.05,65,5,winner,0,0
1585,2025.05.06 03:02:14,EURUSD,SELL,1,1.12914,1.13059,-0.00145,-2.6902,0.00002,0.00054,26.87,1.12912,-1.6531,10,3,2,0.6600,0.7821,50,1e-05,2.9,1.16,6,1.6531,20.9133,3.364,0.6,34.5717,2025.05.06 15:15:38,-25.01,BASKET_SL,0,1,-25.01,0.08,147,5,steamroller_bsl,1,1
1586,2025.05.06 16:07:54,EURUSD,BUY,1,1.13450,1.13333,0.00117,1.2923,-0.00006,0.00090,24.06,1.13458,0.2859,8,16,2,0.6400,0.7165,50,-8e-05,-2.81,0.666667,1,0.2859,8.0381,0.0,0.8,2.2981,2025.05.08 16:39:27,-25.10,BASKET_SL,0,1,-25.10,4.38,582,5,steamroller_bsl,1,1
1587,2025.05.08 20:50:40,EURUSD,SELL,1,1.12213,1.12500,-0.00287,-6.4403,0.00002,0.00044,23.46,1.12215,-5.5632,8,20,4,0.6200,0.6576,50,8e-05,-0.6,-0.511111,1,5.5632,2.6908,0.0,0.8,14.9695,2025.05.11 22:01:00,21.68,BASKET_TP,1,0,-13.20,21.68,302,5,winner,0,0
1588,2025.05.11 23:35:39,EURUSD,SELL,1,1.12240,1.12430,-0.00190,-3.4810,0.00002,0.00055,16.47,1.12234,-2.4346,8,23,0,0.6400,0.7423,50,0.0,-6.99,0.25,2,2.4346,4.1087,0.0,0.0,10.0029,2025.05.12 08:00:29,10.01,BASKET_TP,1,0,-2.17,10.01,101,3,winner,0,0
1589,2025.05.12 12:45:37,EURUSD,SELL,1,1.10968,1.11464,-0.00495,-6.1870,0.00006,0.00080,29.00,1.10954,-5.3301,9,12,1,0.6400,0.7422,50,4e-05,12.53,0.454545,3,5.3301,32.838,5.695455,1.2,175.0297,2025.05.12 17:54:16,10.04,BASKET_TP,1,0,-7.56,10.04,61,4,winner,0,0
