basket_id,open_time,symbol,direction,warn_depth,max_depth,ema_sep_atr,ema_slope,atr,adx,dist_ema_trend_atr,spread_points,hour,dow,roll_wr,roll_pf,roll_n,ema_slope_accel,adx_accel,atr_expansion_rate,consecutive_same_dir,dist_ema_abs,impulse_score,is_sell,profit,hit_bsl,mae,mfe,bars_alive,label_class,y_steamroller,y_mid_steamroller
20,2018.01.19 10:41:05,EURUSD,BUY,2,5,1.8856,-0.00004,0.00063,15.21,0.7847,1,10,5,0.7895,1.4986,19,-8e-05,-7.4,0.465116,3,0.7847,7.1473,0.0,10.01,0,-21.79,10.01,627,winner,0,0
20,2018.01.19 10:41:05,EURUSD,BUY,3,5,1.8856,-0.00004,0.00063,15.21,0.7847,1,10,5,0.7895,1.4986,19,-8e-05,-7.4,0.465116,3,0.7847,7.1473,0.0,10.01,0,-21.79,10.01,627,winner,0,0
20,2018.01.19 10:41:05,EURUSD,BUY,4,5,1.8856,-0.00004,0.00063,15.21,0.7847,1,10,5,0.7895,1.4986,19,-8e-05,-7.4,0.465116,3,0.7847,7.1473,0.0,10.01,0,-21.79,10.01,627,winner,0,0
20,2018.01.19 10:41:05,EURUSD,BUY,5,5,1.8856,-0.00004,0.00063,15.21,0.7847,1,10,5,0.7895,1.4986,19,-8e-05,-7.4,0.465116,3,0.7847,7.1473,0.0,10.01,0,-21.79,10.01,627,winner,0,0
22,2018.01.24 19:52:04,EURUSD,BUY,2,4,5.2063,0.00002,0.00044,27.94,4.0443,1,19,3,0.8095,1.6971,21,3e-05,2.9,-0.343284,5,4.0443,9.6111,0.0,10.03,0,-3.29,10.03,81,winner,0,0
22,2018.01.24 19:52:04,EURUSD,BUY,3,4,5.2063,0.00002,0.00044,27.94,4.0443,1,19,3,0.8095,1.6971,21,3e-05,2.9,-0.343284,5,4.0443,9.6111,0.0,10.03,0,-3.29,10.03,81,winner,0,0
22,2018.01.24 19:52:04,EURUSD,BUY,4,4,5.2063,0.00002,0.00044,27.94,4.0443,1,19,3,0.8095,1.6971,21,3e-05,2.9,-0.343284,5,4.0443,9.6111,0.0,10.03,0,-3.29,10.03,81,winner,0,0
23,2018.01.25 13:26:19,EURUSD,SELL,2,5,-0.8686,0.00000,0.00067,19.14,0.0506,1,13,4,0.8182,1.7966,22,-2e-05,-8.8,0.522727,1,0.0506,5.9399,1.0,10.14,0,-6.36,10.14,2,winner,0,0
23,2018.01.25 13:26:19,EURUSD,SELL,3,5,-0.8686,0.00000,0.00067,19.14,0.0506,1,13,4,0.8182,1.7966,22,-2e-05,-8.8,0.522727,1,0.0506,5.9399,1.0,10.14,0,-6.36,10.14,2,winner,0,0
23,2018.01.25 13:26:19,EURUSD,SELL,4,5,-0.8686,0.00000,0.00067,19.14,0.0506,1,13,4,0.8182,1.7966,22,-2e-05,-8.8,0.522727,1,0.0506,5.9399,1.0,10.14,0,-6.36,10.14,2,winner,0,0
23,2018.01.25 13:26:19,EURUSD,SELL,5,5,-0.8686,0.00000,0.00067,19.14,0.0506,1,13,4,0.8182,1.7966,22,-2e-05,-8.8,0.522727,1,0.0506,5.9399,1.0,10.14,0,-6.36,10.14,2,winner,0,0
24,2018.01.25 17:02:38,EURUSD,BUY,2,5,3.9448,-0.00007,0.00083,23.66,2.9662,1,17,4,0.8261,1.8972,23,-7e-05,4.52,0.238806,1,2.9662,13.3696,0.0,-25.58,1,-25.58,2.12,25,steamroller_bsl,1,1
24,2018.01.25 17:02:38,EURUSD,BUY,3,5,3.9448,-0.00007,0.00083,23.66,2.9662,1,17,4,0.8261,1.8972,23,-7e-05,4.52,0.238806,1,2.9662,13.3696,0.0,-25.58,1,-25.58,2.12,25,steamroller_bsl,1,1
24,2018.01.25 17:02:38,EURUSD,BUY,4,5,3.9448,-0.00007,0.00083,23.66,2.9662,1,17,4,0.8261,1.8972,23,-7e-05,4.52,0.238806,1,2.9662,13.3696,0.0,-25.58,1,-25.58,2.12,25,steamroller_bsl,1,1
24,2018.01.25 17:02:38,EURUSD,BUY,5,5,3.9448,-0.00007,0.00083,23.66,2.9662,1,17,4,0.8261,1.8972,23,-7e-05,4.52,0.238806,1,2.9662,13.3696,0.0,-25.58,1,-25.58,2.12,25,steamroller_bsl,1,1
25,2018.01.25 23:54:03,EURUSD,SELL,2,5,-5.4166,-0.00002,0.00054,27.36,-4.5123,1,23,4,0.7917,1.5132,24,5e-05,3.7,-0.349398,1,4.5123,9.5281,1.0,-25.24,1,-25.24,3.72,87,steamroller_bsl,1,1
25,2018.01.25 23:54:03,EURUSD,SELL,3,5,-5.4166,-0.00002,0.00054,27.36,-4.5123,1,23,4,0.7917,1.5132,24,5e-05,3.7,-0.349398,1,4.5123,9.5281,1.0,-25.24,1,-25.24,3.72,87,steamroller_bsl,1,1
25,2018.01.25 23:54:03,EURUSD,SELL,4,5,-5.4166,-0.00002,0.00054,27.36,-4.5123,1,23,4,0.7917,1.5132,24,5e-05,3.7,-0.349398,1,4.5123,9.5281,1.0,-25.24,1,-25.24,3.72,87,steamroller_bsl,1,1
25,2018.01.25 23:54:03,EURUSD,SELL,5,5,-5.4166,-0.00002,0.00054,27.36,-4.5123,1,23,4,0.7917,1.5132,24,5e-05,3.7,-0.349398,1,4.5123,9.5281,1.0,-25.24,1,-25.24,3.72,87,steamroller_bsl,1,1
